_sqrt_TW_freq 	 _amp 	 _theta 	 _DCV 	 _time 	 _sensor_temp 	 _diff 	 _tesla 	 _temp_A 	 _temp_B 	 
1.19582607E+1	2.91878000E-6	5.50407033E-1	6.50994300E-2	1.05673790E+0	1.66741705E+3	2.01456592E-8	8.79500000E+0	2.92872104E+1	0.00000000E+0
1.19582607E+1	2.46383000E-6	5.98892280E-1	6.51008200E-2	3.34790087E+0	1.66745266E+3	2.07664104E-8	8.79500000E+0	2.94022962E+1	0.00000000E+0
1.19582607E+1	1.89222000E-6	7.00365722E-1	6.50999000E-2	6.70581484E+0	1.66742909E+3	2.21620613E-8	8.79500000E+0	2.94036551E+1	0.00000000E+0
1.19582607E+1	1.56021000E-6	7.99849490E-1	6.51010700E-2	9.00128412E+0	1.66745906E+3	2.36715398E-8	8.79500000E+0	2.93304969E+1	0.00000000E+0
1.19582607E+1	1.28314000E-6	9.33995496E-1	6.51007400E-2	1.12991710E+1	1.66745061E+3	2.59638798E-8	8.79500000E+0	2.93951399E+1	0.00000000E+0
1.19582607E+1	9.89887000E-7	1.20668574E+0	6.51010600E-2	1.46507769E+1	1.66745880E+3	3.17818897E-8	8.79500000E+0	2.93959176E+1	0.00000000E+0
1.19582607E+1	8.69743000E-7	1.44816949E+0	6.51009600E-2	1.69481406E+1	1.66745624E+3	3.87366801E-8	8.79500000E+0	2.93945230E+1	0.00000000E+0
1.19582607E+1	8.17938000E-7	1.70975944E+0	6.51013700E-2	1.92522869E+1	1.66746674E+3	4.91980125E-8	8.79500000E+0	2.93942702E+1	0.00000000E+0
1.19582607E+1	8.23991000E-7	1.95197624E+0	6.51005900E-2	2.15520234E+1	1.66744677E+3	6.31806823E-8	8.79500000E+0	2.93930564E+1	0.00000000E+0
1.19582607E+1	8.68578000E-7	2.15062961E+0	6.51012100E-2	2.38552527E+1	1.66746265E+3	7.96326257E-8	8.79500000E+0	2.93943993E+1	0.00000000E+0
1.19582607E+1	9.32956000E-7	2.30194966E+0	6.51015000E-2	2.61542130E+1	1.66747007E+3	9.68950354E-8	8.79500000E+0	2.93960230E+1	0.00000000E+0
1.19582607E+1	1.00421000E-6	2.41368564E+0	6.51008800E-2	2.84474993E+1	1.66745419E+3	1.13517469E-7	8.79500000E+0	2.93962364E+1	0.00000000E+0
1.19582607E+1	1.07522000E-6	2.49662368E+0	6.51015000E-2	3.07468615E+1	1.66747007E+3	1.28786365E-7	8.79500000E+0	2.93980208E+1	0.00000000E+0
1.19582607E+1	1.14204000E-6	2.55861778E+0	6.51019000E-2	3.30521469E+1	1.66748032E+3	1.42305285E-7	8.79500000E+0	2.93742688E+1	0.00000000E+0
1.19582607E+1	1.20293000E-6	2.60553223E+0	6.51018100E-2	3.53669763E+1	1.66747801E+3	1.54002750E-7	8.79500000E+0	2.93736397E+1	0.00000000E+0
1.19582607E+1	1.25683000E-6	2.64113694E+0	6.51014200E-2	3.76739459E+1	1.66746802E+3	1.63870547E-7	8.79500000E+0	2.94266625E+1	0.00000000E+0
1.19582607E+1	1.30398000E-6	2.66836408E+0	6.51022500E-2	3.99698873E+1	1.66748928E+3	1.72070827E-7	8.79500000E+0	2.94243880E+1	0.00000000E+0
1.19582607E+1	1.36323000E-6	2.69768561E+0	6.51017300E-2	4.33298283E+1	1.66747596E+3	1.81609748E-7	8.79500000E+0	2.94197567E+1	0.00000000E+0
1.19582607E+1	1.39932000E-6	2.71213694E+0	6.51015200E-2	4.56417851E+1	1.66747059E+3	1.86605533E-7	8.79500000E+0	2.94175792E+1	0.00000000E+0
1.19582607E+1	1.43075000E-6	2.72334195E+0	6.51012900E-2	4.79548182E+1	1.66746469E+3	1.90622337E-7	8.79500000E+0	2.94164073E+1	0.00000000E+0
1.19582607E+1	1.45776000E-6	2.73203369E+0	6.51003600E-2	5.02523088E+1	1.66744087E+3	1.93828176E-7	8.79500000E+0	2.94168588E+1	0.00000000E+0
1.19582607E+1	1.48104000E-6	2.73904991E+0	6.51016800E-2	5.25579176E+1	1.66747468E+3	1.96475384E-7	8.79500000E+0	2.94149578E+1	0.00000000E+0
1.19582607E+1	1.50014000E-6	2.74470478E+0	6.51007300E-2	5.48634157E+1	1.66745035E+3	1.98648623E-7	8.79500000E+0	2.94141781E+1	0.00000000E+0
1.19582607E+1	1.51597000E-6	2.74910301E+0	6.51011200E-2	5.71630983E+1	1.66746034E+3	2.00363947E-7	8.79500000E+0	2.94139454E+1	0.00000000E+0
1.19582607E+1	1.52924000E-6	2.75276820E+0	6.51014700E-2	5.94583721E+1	1.66746930E+3	2.01810412E-7	8.79500000E+0	2.94143352E+1	0.00000000E+0
1.19582607E+1	1.53972000E-6	2.75590980E+0	6.51027200E-2	6.17621708E+1	1.66750132E+3	2.03062743E-7	8.79500000E+0	2.94142492E+1	0.00000000E+0
1.19582607E+1	1.54810000E-6	2.75863251E+0	6.51022500E-2	6.40657024E+1	1.66748928E+3	2.04157549E-7	8.79500000E+0	2.94156415E+1	0.00000000E+0
1.19582607E+1	1.55462000E-6	2.76083162E+0	6.51030500E-2	6.63759322E+1	1.66750977E+3	2.05048293E-7	8.79500000E+0	2.94208778E+1	0.00000000E+0
1.19582607E+1	1.55974000E-6	2.76271658E+0	6.51031200E-2	6.86737633E+1	1.66751157E+3	2.05816435E-7	8.79500000E+0	2.94221071E+1	0.00000000E+0
1.19582607E+1	1.56370000E-6	2.76407794E+0	6.51045200E-2	7.09736805E+1	1.66754743E+3	2.06373892E-7	8.79500000E+0	2.94221874E+1	0.00000000E+0
1.19582607E+1	1.56672000E-6	2.76543929E+0	6.51029300E-2	7.32741756E+1	1.66750670E+3	2.06933617E-7	8.79490000E+0	2.94222405E+1	0.00000000E+0
1.19582607E+1	1.56882000E-6	2.76659121E+0	6.51037200E-2	7.55723062E+1	1.66752694E+3	2.07409011E-7	8.79500000E+0	2.94245082E+1	0.00000000E+0
1.19582607E+1	1.57045000E-6	2.76742897E+0	6.51041300E-2	7.78619843E+1	1.66753744E+3	2.07755782E-7	8.79500000E+0	2.94244764E+1	0.00000000E+0
1.19582607E+1	1.57161000E-6	2.76816201E+0	6.51053300E-2	8.01663642E+1	1.66756817E+3	2.08059920E-7	8.79500000E+0	2.94260987E+1	0.00000000E+0
1.19582607E+1	1.57208000E-6	2.76868561E+0	6.51044800E-2	8.24619961E+1	1.66754640E+3	2.08277571E-7	8.79490000E+0	2.94265978E+1	0.00000000E+0
1.19582607E+1	1.57255000E-6	2.76899976E+0	6.51036700E-2	8.47606459E+1	1.66752565E+3	2.08408326E-7	8.79490000E+0	2.94287910E+1	0.00000000E+0
1.19582607E+1	1.57255000E-6	2.76941864E+0	6.51040900E-2	8.70606861E+1	1.66753641E+3	2.08582856E-7	8.79490000E+0	2.94307341E+1	0.00000000E+0
1.19582607E+1	1.57278000E-6	2.76962808E+0	6.51043600E-2	8.93695612E+1	1.66754333E+3	2.08670204E-7	8.79490000E+0	2.94293002E+1	0.00000000E+0
1.19582607E+1	1.57324000E-6	2.76983752E+0	6.51041200E-2	9.16858211E+1	1.66753718E+3	2.08757607E-7	8.79490000E+0	2.94315272E+1	0.00000000E+0
1.19582607E+1	1.57371000E-6	2.77025640E+0	6.51052000E-2	9.39988136E+1	1.66756484E+3	2.08932576E-7	8.79490000E+0	2.94321496E+1	0.00000000E+0
1.19582607E+1	1.57441000E-6	2.77057056E+0	6.51038200E-2	9.62892036E+1	1.66752950E+3	2.09063948E-7	8.79490000E+0	2.94649520E+1	0.00000000E+0
1.19582607E+1	1.57464000E-6	2.77109416E+0	6.51048800E-2	9.85951786E+1	1.66755665E+3	2.09283177E-7	8.79500000E+0	2.94623947E+1	0.00000000E+0
1.19582607E+1	1.57487000E-6	2.77151304E+0	6.51035900E-2	1.00895213E+2	1.66752361E+3	2.09458808E-7	8.79490000E+0	2.94604960E+1	0.00000000E+0
1.19582607E+1	1.57487000E-6	2.77172248E+0	6.51059600E-2	1.03203684E+2	1.66758431E+3	2.09546706E-7	8.79490000E+0	2.94610993E+1	0.00000000E+0
1.19582607E+1	1.57534000E-6	2.77182720E+0	6.51060200E-2	1.05514624E+2	1.66758585E+3	2.09590676E-7	8.79490000E+0	2.94587617E+1	0.00000000E+0
1.19582607E+1	1.57557000E-6	2.77182720E+0	6.51063200E-2	1.07824584E+2	1.66759353E+3	2.09590676E-7	8.79490000E+0	2.94538595E+1	0.00000000E+0
1.19582607E+1	1.57604000E-6	2.77193192E+0	6.51055500E-2	1.10124104E+2	1.66757381E+3	2.09634660E-7	8.79490000E+0	2.94645720E+1	0.00000000E+0
1.19582607E+1	1.57604000E-6	2.77182720E+0	6.51060600E-2	1.12422829E+2	1.66758687E+3	2.09590676E-7	8.79490000E+0	2.94666165E+1	0.00000000E+0
1.19582607E+1	1.57650000E-6	2.77172248E+0	6.51058000E-2	1.14712252E+2	1.66758021E+3	2.09546706E-7	8.79490000E+0	2.94537132E+1	0.00000000E+0
1.19582607E+1	1.57674000E-6	2.77140832E+0	6.51062000E-2	1.17019879E+2	1.66759046E+3	2.09414879E-7	8.79490000E+0	2.94541746E+1	0.00000000E+0
1.19582607E+1	1.57720000E-6	2.77130360E+0	6.51072000E-2	1.19328181E+2	1.66761607E+3	2.09370965E-7	8.79490000E+0	2.94550892E+1	0.00000000E+0
1.19582607E+1	1.57743000E-6	2.77119888E+0	6.51064800E-2	1.21615232E+2	1.66759763E+3	2.09327064E-7	8.79490000E+0	2.94568687E+1	0.00000000E+0
1.19582607E+1	1.57790000E-6	2.77098944E+0	6.51066600E-2	1.23910800E+2	1.66760224E+3	2.09239303E-7	8.79490000E+0	2.94566925E+1	0.00000000E+0
1.19582607E+1	1.57837000E-6	2.77109416E+0	6.51064700E-2	1.26217701E+2	1.66759737E+3	2.09283177E-7	8.79490000E+0	2.94588471E+1	0.00000000E+0
1.19582607E+1	1.57837000E-6	2.77109416E+0	6.51075000E-2	1.28515749E+2	1.66762375E+3	2.09283177E-7	8.79490000E+0	2.94590416E+1	0.00000000E+0
1.19582607E+1	1.57837000E-6	2.77130360E+0	6.51079400E-2	1.30820507E+2	1.66763502E+3	2.09370965E-7	8.79490000E+0	2.94588507E+1	0.00000000E+0
1.19582607E+1	1.57837000E-6	2.77140832E+0	6.51075800E-2	1.33132215E+2	1.66762580E+3	2.09414879E-7	8.79490000E+0	2.94604113E+1	0.00000000E+0
1.19582607E+1	1.57837000E-6	2.77151304E+0	6.51083300E-2	1.35431884E+2	1.66764501E+3	2.09458808E-7	8.79490000E+0	2.94593142E+1	0.00000000E+0
1.19582607E+1	1.57837000E-6	2.77172248E+0	6.51081200E-2	1.37736362E+2	1.66763963E+3	2.09546706E-7	8.79490000E+0	2.94593168E+1	0.00000000E+0
1.19582607E+1	1.57837000E-6	2.77193192E+0	6.51084800E-2	1.40047892E+2	1.66764885E+3	2.09634660E-7	8.79490000E+0	2.94602692E+1	0.00000000E+0
1.19582607E+1	1.57813000E-6	2.77214136E+0	6.51091200E-2	1.42362749E+2	1.66766525E+3	2.09722669E-7	8.79490000E+0	2.94607265E+1	0.00000000E+0
1.19582607E+1	1.57790000E-6	2.77224608E+0	6.51091400E-2	1.44682748E+2	1.66766576E+3	2.09766695E-7	8.79490000E+0	2.94605930E+1	0.00000000E+0
1.19582607E+1	1.57790000E-6	2.77235080E+0	6.51109400E-2	1.46976579E+2	1.66771186E+3	2.09810734E-7	8.79490000E+0	2.94624819E+1	0.00000000E+0
1.19582607E+1	1.57790000E-6	2.77245552E+0	6.51100100E-2	1.49279385E+2	1.66768804E+3	2.09854787E-7	8.79490000E+0	2.94613312E+1	0.00000000E+0
1.19582607E+1	1.57790000E-6	2.77256024E+0	6.51112400E-2	1.51573681E+2	1.66771955E+3	2.09898854E-7	8.79490000E+0	2.94648011E+1	0.00000000E+0
1.19582607E+1	1.57790000E-6	2.77287440E+0	6.51128400E-2	1.53882140E+2	1.66776053E+3	2.10031139E-7	8.79490000E+0	2.94676205E+1	0.00000000E+0
1.19582607E+1	1.57790000E-6	2.77329327E+0	6.51130200E-2	1.56192564E+2	1.66776514E+3	2.10207712E-7	8.79490000E+0	2.94711026E+1	0.00000000E+0
1.19582607E+1	1.57790000E-6	2.77360743E+0	6.51130100E-2	1.58504078E+2	1.66776488E+3	2.10340289E-7	8.79490000E+0	2.94763791E+1	0.00000000E+0
1.19582607E+1	1.57813000E-6	2.77413103E+0	6.51153500E-2	1.60802278E+2	1.66782482E+3	2.10561529E-7	8.79490000E+0	2.94123129E+1	0.00000000E+0
1.19582607E+1	1.57860000E-6	2.77454991E+0	6.51150000E-2	1.63106849E+2	1.66781585E+3	2.10738772E-7	8.79490000E+0	2.94702296E+1	0.00000000E+0
1.19582607E+1	1.57906000E-6	2.77496879E+0	6.51161400E-2	1.65404570E+2	1.66784505E+3	2.10916239E-7	8.79490000E+0	2.95092386E+1	0.00000000E+0
1.19582607E+1	1.57930000E-6	2.77517823E+0	6.51171400E-2	1.67702195E+2	1.66787067E+3	2.11005056E-7	8.79490000E+0	2.95087349E+1	0.00000000E+0
1.19582607E+1	1.57976000E-6	2.77528295E+0	6.51160400E-2	1.70013859E+2	1.66784249E+3	2.11049486E-7	8.79490000E+0	2.95087329E+1	0.00000000E+0
1.19582607E+1	1.58000000E-6	2.77517823E+0	6.51179800E-2	1.72331191E+2	1.66789218E+3	2.11005056E-7	8.79490000E+0	2.95078942E+1	0.00000000E+0
1.19582607E+1	1.58023000E-6	2.77486407E+0	6.51187400E-2	1.74625539E+2	1.66791165E+3	2.10871851E-7	8.79490000E+0	2.95059613E+1	0.00000000E+0
1.19582607E+1	1.58046000E-6	2.77444519E+0	6.51207300E-2	1.76932611E+2	1.66796262E+3	2.10694440E-7	8.79490000E+0	2.95041178E+1	0.00000000E+0
1.19582607E+1	1.58046000E-6	2.77413103E+0	6.51203200E-2	1.79234140E+2	1.66795212E+3	2.10561529E-7	8.79490000E+0	2.95048271E+1	0.00000000E+0
1.19582607E+1	1.58069000E-6	2.77371215E+0	6.51213200E-2	1.81539770E+2	1.66797773E+3	2.10384509E-7	8.79490000E+0	2.95079256E+1	0.00000000E+0
1.19582607E+1	1.58069000E-6	2.77318856E+0	6.51208500E-2	1.83852293E+2	1.66796569E+3	2.10163548E-7	8.79490000E+0	2.94952972E+1	0.00000000E+0
1.19582607E+1	1.58069000E-6	2.77276968E+0	6.51233700E-2	1.86158757E+2	1.66803024E+3	2.09987030E-7	8.79490000E+0	2.95528792E+1	0.00000000E+0
1.19582607E+1	1.58023000E-6	2.77235080E+0	6.51235400E-2	1.88470181E+2	1.66803459E+3	2.09810734E-7	8.79490000E+0	2.94917215E+1	0.00000000E+0
1.19582607E+1	1.58000000E-6	2.77214136E+0	6.51237500E-2	1.90767303E+2	1.66803997E+3	2.09722669E-7	8.79490000E+0	2.94926033E+1	0.00000000E+0
1.19582607E+1	1.57953000E-6	2.77182720E+0	6.51249100E-2	1.93071829E+2	1.66806968E+3	2.09590676E-7	8.79490000E+0	2.95539081E+1	0.00000000E+0
1.19582607E+1	1.57906000E-6	2.77151304E+0	6.51259900E-2	1.95363575E+2	1.66809735E+3	2.09458808E-7	8.79490000E+0	2.95527268E+1	0.00000000E+0
1.19582607E+1	1.57883000E-6	2.77140832E+0	6.51273700E-2	1.97674828E+2	1.66813269E+3	2.09414879E-7	8.79490000E+0	2.95523326E+1	0.00000000E+0
1.19582607E+1	1.57837000E-6	2.77119888E+0	6.51274200E-2	1.99982788E+2	1.66813397E+3	2.09327064E-7	8.79490000E+0	2.95538632E+1	0.00000000E+0
1.19582607E+1	1.57790000E-6	2.77119888E+0	6.51300000E-2	2.02280696E+2	1.66820005E+3	2.09327064E-7	8.79490000E+0	2.95531442E+1	0.00000000E+0
1.19582607E+1	1.57790000E-6	2.77098944E+0	6.51306000E-2	2.04583480E+2	1.66821542E+3	2.09239303E-7	8.79480000E+0	2.86651716E+1	0.00000000E+0
1.19582607E+1	1.57743000E-6	2.77078000E+0	6.51307500E-2	2.06880884E+2	1.66821926E+3	2.09151598E-7	8.79490000E+0	2.95667166E+1	0.00000000E+0
1.19582607E+1	1.57720000E-6	2.77088472E+0	6.51342000E-2	2.09180250E+2	1.66830763E+3	2.09195444E-7	8.79490000E+0	2.96167511E+1	0.00000000E+0
1.19582607E+1	1.57720000E-6	2.77088472E+0	6.51330500E-2	2.11478545E+2	1.66827818E+3	2.09195444E-7	8.79490000E+0	2.96138479E+1	0.00000000E+0
1.19582607E+1	1.57720000E-6	2.77098944E+0	6.51347000E-2	2.13777785E+2	1.66832044E+3	2.09239303E-7	8.79490000E+0	2.96522678E+1	0.00000000E+0
1.19582607E+1	1.57720000E-6	2.77130360E+0	6.51352100E-2	2.16080454E+2	1.66833350E+3	2.09370965E-7	8.79490000E+0	2.96505876E+1	0.00000000E+0
1.19582607E+1	1.57674000E-6	2.77151304E+0	6.51374400E-2	2.18381354E+2	1.66839062E+3	2.09458808E-7	8.79490000E+0	2.96517700E+1	0.00000000E+0
1.19582607E+1	1.57650000E-6	2.77182720E+0	6.51381800E-2	2.20690457E+2	1.66840957E+3	2.09590676E-7	8.79480000E+0	2.96545280E+1	0.00000000E+0
1.19582607E+1	1.57604000E-6	2.77203664E+0	6.51398800E-2	2.22988723E+2	1.66845312E+3	2.09678658E-7	8.79490000E+0	2.96569708E+1	0.00000000E+0
1.19582607E+1	1.57557000E-6	2.77214136E+0	6.51408400E-2	2.25292551E+2	1.66847770E+3	2.09722669E-7	8.79490000E+0	2.96617098E+1	0.00000000E+0
1.19582607E+1	1.57487000E-6	2.77224608E+0	6.51432900E-2	2.27586351E+2	1.66854046E+3	2.09766695E-7	8.79480000E+0	2.96673741E+1	0.00000000E+0
1.19582607E+1	1.57441000E-6	2.77235080E+0	6.51437300E-2	2.29884839E+2	1.66855173E+3	2.09810734E-7	8.79490000E+0	2.96749940E+1	0.00000000E+0
1.19582607E+1	1.57441000E-6	2.77235080E+0	6.51462700E-2	2.32179749E+2	1.66861678E+3	2.09810734E-7	8.79490000E+0	2.97585350E+1	0.00000000E+0
1.19582607E+1	1.57371000E-6	2.77245552E+0	6.51464200E-2	2.34482976E+2	1.66862063E+3	2.09854787E-7	8.79480000E+0	2.97601918E+1	0.00000000E+0
1.19582607E+1	1.57371000E-6	2.77245552E+0	6.51469500E-2	2.36773874E+2	1.66863420E+3	2.09854787E-7	8.79490000E+0	2.97623234E+1	0.00000000E+0
1.19582607E+1	1.57348000E-6	2.77266496E+0	6.51498100E-2	2.39081429E+2	1.66870746E+3	2.09942935E-7	8.79490000E+0	2.97663146E+1	0.00000000E+0
1.19582607E+1	1.57348000E-6	2.77276968E+0	6.51505600E-2	2.41382793E+2	1.66872667E+3	2.09987030E-7	8.79490000E+0	2.97695929E+1	0.00000000E+0
1.19582607E+1	1.57348000E-6	2.77297912E+0	6.51524100E-2	2.43684375E+2	1.66877405E+3	2.10075261E-7	8.79490000E+0	2.98299826E+1	0.00000000E+0
1.19582607E+1	1.57394000E-6	2.77318856E+0	6.51537200E-2	2.45981260E+2	1.66880760E+3	2.10163548E-7	8.79480000E+0	2.98756821E+1	0.00000000E+0
1.19582607E+1	1.57418000E-6	2.77339799E+0	6.51554500E-2	2.48285509E+2	1.66885192E+3	2.10251891E-7	8.79480000E+0	2.98748299E+1	0.00000000E+0
1.19582607E+1	1.57464000E-6	2.77350271E+0	6.51557600E-2	2.50581580E+2	1.66885986E+3	2.10296083E-7	8.79480000E+0	2.98753118E+1	0.00000000E+0
1.19582607E+1	1.57487000E-6	2.77360743E+0	6.51573200E-2	2.52882232E+2	1.66889981E+3	2.10340289E-7	8.79480000E+0	2.98424756E+1	0.00000000E+0
1.19582607E+1	1.57487000E-6	2.77360743E+0	6.51591300E-2	2.55181320E+2	1.66894617E+3	2.10340289E-7	8.79480000E+0	2.98739780E+1	0.00000000E+0
1.19582607E+1	1.57487000E-6	2.77329327E+0	6.51607100E-2	2.57471729E+2	1.66898664E+3	2.10207712E-7	8.79480000E+0	2.98740508E+1	0.00000000E+0
1.19582607E+1	1.57464000E-6	2.77308384E+0	6.51614500E-2	2.59758050E+2	1.66900560E+3	2.10119398E-7	8.79480000E+0	2.99102944E+1	0.00000000E+0
1.19582607E+1	1.57441000E-6	2.77266496E+0	6.51644700E-2	2.62060534E+2	1.66908295E+3	2.09942935E-7	8.79480000E+0	2.99637313E+1	0.00000000E+0
1.19582607E+1	1.57418000E-6	2.77235080E+0	6.51659400E-2	2.64363359E+2	1.66912060E+3	2.09810734E-7	8.79480000E+0	2.99635723E+1	0.00000000E+0
1.19582607E+1	1.57371000E-6	2.77193192E+0	6.51670800E-2	2.66672654E+2	1.66914980E+3	2.09634660E-7	8.79480000E+0	2.99644722E+1	0.00000000E+0
1.19582607E+1	1.57324000E-6	2.77151304E+0	6.51678400E-2	2.68967678E+2	1.66916927E+3	2.09458808E-7	8.79480000E+0	2.99679204E+1	0.00000000E+0
1.19582607E+1	1.57255000E-6	2.77119888E+0	6.51702900E-2	2.71261772E+2	1.66923202E+3	2.09327064E-7	8.79480000E+0	2.99731815E+1	0.00000000E+0
1.19582607E+1	1.57208000E-6	2.77088472E+0	6.51712700E-2	2.73555287E+2	1.66925712E+3	2.09195444E-7	8.79480000E+0	3.00504080E+1	0.00000000E+0
1.19582607E+1	1.57138000E-6	2.77057056E+0	6.51735700E-2	2.75842756E+2	1.66931603E+3	2.09063948E-7	8.79480000E+0	3.00528474E+1	0.00000000E+0
1.19582607E+1	1.57092000E-6	2.77015168E+0	6.51751200E-2	2.78151705E+2	1.66935573E+3	2.08888813E-7	8.79480000E+0	3.01073700E+1	0.00000000E+0
1.19582607E+1	1.57045000E-6	2.76983752E+0	6.51783300E-2	2.80458503E+2	1.66943795E+3	2.08757607E-7	8.79480000E+0	3.01074187E+1	0.00000000E+0
1.19582607E+1	1.56998000E-6	2.76952336E+0	6.51804100E-2	2.82752864E+2	1.66949123E+3	2.08626523E-7	8.79470000E+0	3.01093504E+1	0.00000000E+0
1.19582607E+1	1.56975000E-6	2.76920920E+0	6.51810100E-2	2.85064545E+2	1.66950659E+3	2.08495564E-7	8.79480000E+0	3.01691388E+1	0.00000000E+0
1.19582607E+1	1.56905000E-6	2.76879033E+0	6.51827700E-2	2.87358395E+2	1.66955167E+3	2.08321142E-7	8.79480000E+0	3.01710017E+1	0.00000000E+0
1.19582607E+1	1.56882000E-6	2.76858089E+0	6.51852200E-2	2.89657716E+2	1.66961443E+3	2.08234014E-7	8.79480000E+0	3.01751480E+1	0.00000000E+0
1.19582607E+1	1.56882000E-6	2.76816201E+0	6.51862200E-2	2.91950604E+2	1.66964004E+3	2.08059920E-7	8.79480000E+0	3.01812352E+1	0.00000000E+0
1.19582607E+1	1.56882000E-6	2.76795257E+0	6.51878900E-2	2.94258346E+2	1.66968281E+3	2.07972956E-7	8.79480000E+0	3.02655422E+1	0.00000000E+0
1.19582607E+1	1.56905000E-6	2.76784785E+0	6.51897900E-2	2.96551262E+2	1.66973148E+3	2.07929494E-7	8.79470000E+0	3.03012008E+1	0.00000000E+0
1.19582607E+1	1.56905000E-6	2.76795257E+0	6.51915400E-2	2.98853788E+2	1.66977630E+3	2.07972956E-7	8.79480000E+0	3.03017530E+1	0.00000000E+0
1.19582607E+1	1.56905000E-6	2.76816201E+0	6.51942500E-2	3.01148694E+2	1.66984572E+3	2.08059920E-7	8.79480000E+0	3.02996310E+1	0.00000000E+0
1.19582607E+1	1.56929000E-6	2.76837145E+0	6.51959200E-2	3.03450130E+2	1.66988849E+3	2.08146940E-7	8.79480000E+0	3.03353635E+1	0.00000000E+0
1.19582607E+1	1.56952000E-6	2.76858089E+0	6.51969900E-2	3.05743571E+2	1.66991590E+3	2.08234014E-7	8.79480000E+0	3.03955980E+1	0.00000000E+0
1.19582607E+1	1.56975000E-6	2.76879033E+0	6.51995800E-2	3.08047185E+2	1.66998223E+3	2.08321142E-7	8.79480000E+0	3.04408620E+1	0.00000000E+0
1.19582607E+1	1.56998000E-6	2.76879033E+0	6.52012800E-2	3.10334671E+2	1.67002578E+3	2.08321142E-7	8.79480000E+0	3.03438750E+1	0.00000000E+0
1.19582607E+1	1.57022000E-6	2.76889505E+0	6.52029400E-2	3.12626127E+2	1.67006830E+3	2.08364727E-7	8.79470000E+0	3.04158630E+1	0.00000000E+0
1.19582607E+1	1.57022000E-6	2.76910448E+0	6.52054800E-2	3.14927538E+2	1.67013335E+3	2.08451938E-7	8.79470000E+0	3.04502142E+1	0.00000000E+0
1.19582607E+1	1.57068000E-6	2.76931392E+0	6.52081700E-2	3.17224229E+2	1.67020225E+3	2.08539203E-7	8.79480000E+0	3.04872743E+1	0.00000000E+0
1.19582607E+1	1.57092000E-6	2.76962808E+0	6.52091400E-2	3.19510403E+2	1.67022710E+3	2.08670204E-7	8.79480000E+0	3.04878520E+1	0.00000000E+0
1.19582607E+1	1.57092000E-6	2.76973280E+0	6.52117400E-2	3.21813718E+2	1.67029369E+3	2.08713898E-7	8.79470000E+0	3.04908811E+1	0.00000000E+0
1.19582607E+1	1.57138000E-6	2.76994224E+0	6.52138200E-2	3.24099596E+2	1.67034697E+3	2.08801328E-7	8.79480000E+0	3.04965817E+1	0.00000000E+0
1.19582607E+1	1.57161000E-6	2.76994224E+0	6.52165600E-2	3.26395191E+2	1.67041715E+3	2.08801328E-7	8.79470000E+0	3.05847076E+1	0.00000000E+0
1.19582607E+1	1.57208000E-6	2.76973280E+0	6.52176400E-2	3.28688669E+2	1.67044481E+3	2.08713898E-7	8.79470000E+0	3.05851565E+1	0.00000000E+0
1.19582607E+1	1.57255000E-6	2.76931392E+0	6.52202100E-2	3.30984623E+2	1.67051064E+3	2.08539203E-7	8.79470000E+0	3.06312174E+1	0.00000000E+0
1.19582607E+1	1.57255000E-6	2.76889505E+0	6.52235800E-2	3.33286138E+2	1.67059696E+3	2.08364727E-7	8.79470000E+0	3.06332154E+1	0.00000000E+0
1.19582607E+1	1.57231000E-6	2.76858089E+0	6.52232100E-2	3.35574835E+2	1.67058748E+3	2.08234014E-7	8.79470000E+0	3.06831378E+1	0.00000000E+0
1.19582607E+1	1.57208000E-6	2.76826673E+0	6.52259700E-2	3.37874536E+2	1.67065817E+3	2.08103423E-7	8.79470000E+0	3.07196943E+1	0.00000000E+0
1.19582607E+1	1.57138000E-6	2.76816201E+0	6.52296200E-2	3.40167574E+2	1.67075166E+3	2.08059920E-7	8.79470000E+0	3.07634413E+1	0.00000000E+0
1.19582607E+1	1.57115000E-6	2.76805729E+0	6.52307100E-2	3.42457674E+2	1.67077958E+3	2.08016431E-7	8.79470000E+0	3.07653986E+1	0.00000000E+0
1.19582607E+1	1.57068000E-6	2.76805729E+0	6.52313200E-2	3.44754633E+2	1.67079520E+3	2.08016431E-7	8.79470000E+0	3.08216880E+1	0.00000000E+0
1.19582607E+1	1.57022000E-6	2.76805729E+0	6.52349000E-2	3.47051033E+2	1.67088690E+3	2.08016431E-7	8.79470000E+0	3.08246188E+1	0.00000000E+0
1.19582607E+1	1.56975000E-6	2.76805729E+0	6.52375100E-2	3.49354309E+2	1.67095375E+3	2.08016431E-7	8.79470000E+0	3.08285774E+1	0.00000000E+0
1.19582607E+1	1.56882000E-6	2.76805729E+0	6.52389900E-2	3.51650839E+2	1.67099166E+3	2.08016431E-7	8.79470000E+0	3.09176966E+1	0.00000000E+0
1.19582607E+1	1.56766000E-6	2.76816201E+0	6.52398300E-2	3.53942844E+2	1.67101317E+3	2.08059920E-7	8.79470000E+0	3.09152115E+1	0.00000000E+0
1.19582607E+1	1.56672000E-6	2.76816201E+0	6.52421700E-2	3.56245500E+2	1.67107311E+3	2.08059920E-7	8.79460000E+0	3.09321507E+1	0.00000000E+0
